FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA O MEDIO,MOVIL VICTIMA,MOVIL AGRESOR,EDAD,GENERO,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE,AÑO DE NACIMIENTO,CÉDULA,CORREO
01/15/2021 12:00:00 AM,CAUCA,MERCADERES,Jueves,19:00,VDA EL DIVISO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,29.0,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADO,SECUNDARIA,COLOMBIA,19450000.0,1986.0,80-260,lgnuch7652@gmail.com
01/15/2021 12:00:00 AM,CAUCA,MORALES,Jueves,12:30,VDA LA ESTACION,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,19473000.0,1977.0,94-660,oguqbc9673@unidatos.edu.co
01/15/2021 12:00:00 AM,CESAR,VALLEDUPAR (CT),Jueves,13:00,CENTRO,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,55.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,20001000.0,1960.0,63-323,ktgdro7030@unidatos.edu.co
01/15/2021 12:00:00 AM,CESAR,VALLEDUPAR (CT),Jueces,2:30,EDGARDO PUPO,URBANA,CLINICAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,37.0,MASCULINO,DIVORCIADO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,20001000.0,1978.0,37-102,kthlbf1580@gmail.com
01/15/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Juees,20:30,LA ALDEA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,17.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1998.0,28-711,correo285@unidatos.edu.co
01/15/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,22:30,PALERMO SUR E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1985.0,82-720,eqsbml8970@gmail.com
01/15/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,23:40,EL PORTAL E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,11001000.0,1991.0,43-417,ghmgja5947@unidatos.edu.co
01/15/2021 12:00:00 AM,GUAJIRA,FONSECA,Jueves,9:30,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,PASAJERO MOTOCICLETA,28.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,44279000.0,1987.0,41-725,tqgdip3111@unidatos.edu.co
01/15/2021 12:00:00 AM,QUINDÍO,CALARCA,Jueves,13:43,VDA.SAN NICOLAS,URBANA,QUEBRADA,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,ANALFABETA,COLOMBIA,63130000.0,1985.0,36-684,ptdsbt5338@unidatos.edu.co
01/15/2021 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Juevrs,15:08,VILLA MARIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,14.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,PRIMARIA,COLOMBIA,66170000.0,2001.0,69-940,ghgonq2669@gmail.com
01/15/2021 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Jueves,22:00,CLAVERIANO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,19.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,68001000.0,1996.0,98-521,idsqsl2540@unidatos.edu.co
01/15/2021 12:00:00 AM,SUCRE,MORROA,Jueves,14:35,SECTOR TRONCAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,70473000.0,1991.0,86-388,bufagl4295@gmail.com
01/15/2021 12:00:00 AM,TOLIMA,FRESNO,Jueves,21:00,VRDA. CAMPEON,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27.0,MASCULINO,SOLTERO,AGRICULTOR,NO REPORTADO,PRIMARIA,COLOMBIA,73283000.0,1988.0,84-674,amoagb2381@gmail.com
01/15/2021 12:00:00 AM,VALLE,CALI (CT),Jueves,22:52,CALIMA E4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1977.0,20-301,bkhsas8148@gmail.com
01/15/2021 12:00:00 AM,VALLE,CALI (CT),Juees,23:00,LOURDES E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,PRIMARIA,COLOMBIA,76001000.0,1969.0,91-966,elclfq7737@gmail.com
01/15/2021 12:00:00 AM,VALLE,CALI (CT),Jueves,23:50,URIBE URIBE E8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,20.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1995.0,18-410,umokeu7435@gmail.com
01/15/2021 12:00:00 AM,VALLE,CARTAGO,Jueves,6:05,ROBER TULIO LORA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76147000.0,1990.0,70-213,correo259@unidatos.edu.co
01/15/2021 12:00:00 AM,VALLE,TORO,Jueves,22:05,EL CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,25.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76823000.0,1990.0,83-020,correo6008@colombia.gov.co
01/16/2021 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,15:20,VDA. EL SALADO,RURAL,QUEBRADA,ARMA BLANCA,A PIE,A PIE,16.0,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADO,SECUNDARIA,NO REPORTADO,5088000.0,1999.0,71-334,joorbe6172@unidatos.edu.co
01/16/2021 12:00:00 AM,ANTIOQUIA,CAMPAMENTO,iernes,18:00,LA TRAVESIA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,5134000.0,1997.0,50-211,eaepgk7392@unidatos.edu.co
01/16/2021 12:00:00 AM,ANTIOQUIA,ITAGUI,Viernes,17:50,VILLA PAULA,URBANA,COMPRAVENTA,ARMA DE FUEGO,A PIE,A PIE,56.0,MASCULINO,CASADO,COMERCIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,5360000.0,1959.0,45-580,sqiuhd5154@gmail.com
01/16/2021 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viermes,12:20,SURAMERICANA CNO REPORTADO11,URBANA,EMPRESA,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,5001000.0,1992.0,89-133,ocecen5783@unidatos.edu.co
01/16/2021 12:00:00 AM,ANTIOQUIA,SEGOVIA,Viernes,12:00,BORBOLLON,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,24.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,5736000.0,1991.0,23-174,aigalu4941@unidatos.edu.co
01/16/2021 12:00:00 AM,ANTIOQUIA,TARAZÁ,Viernes,15:30,EL RAYO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,5790000.0,1975.0,36-341,lhmghi3173@unidatos.edu.co
01/16/2021 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),virnes,19:15,LUIS CARLOS GALAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,13001000.0,1995.0,73-883,correo433@unidatos.edu.co
01/16/2021 12:00:00 AM,CALDAS,MANIZALES (CT),iernes,21:45,SOLFERINO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18.0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,17001000.0,1997.0,60-787,gmpdrm9197@unidatos.edu.co
01/16/2021 12:00:00 AM,CESAR,AGUSTÍN CODAZZI,Viernes,14:43,VEREDA,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,0.0,MASCULINO,SOLTERO,ETNIA INDIGENA,NO REPORTADO,ANALFABETA,COLOMBIA,20013000.0,2015.0,37-986,fmktmi5652@gmail.com
01/16/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),virnes,19:10,SAMORE E-6,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA,A PIE,A PIE,25.0,FEMENINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1990.0,11-608,poufip1875@unidatos.edu.co
01/16/2021 12:00:00 AM,META,ACACÍAS,Vierens,15:15,VEREDA SAN JOSE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,50006000.0,1993.0,26-826,helqqn6536@unidatos.edu.co
01/16/2021 12:00:00 AM,META,VILLAVICENCIO (CT),Viernes,18:05,13 DE MAYO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,20.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,50001000.0,1995.0,52-838,correo885@unidatos.edu.co
01/16/2021 12:00:00 AM,META,VILLAVICENCIO (CT),Viernes,23:00,MESETAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,50001000.0,1991.0,82-589,qehkeo6569@gmail.com
01/16/2021 12:00:00 AM,PUTUMAYO,SAN MIGUEL,virnes,19:00,SAN FELIPE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,86757000.0,1986.0,30-399,mhrici4124@unidatos.edu.co
01/16/2021 12:00:00 AM,QUINDÍO,PIJAO,Viernes,19:15,VD LA QUIEBRA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,63548000.0,1984.0,20-863,hmcumt3290@unidatos.edu.co
01/16/2021 12:00:00 AM,RISARALDA,PEREIRA (CT),Viernes,23:18,SANTAFE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,A PIE,27.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,66001000.0,1988.0,36-645,gnljrb2441@unidatos.edu.co
01/16/2021 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Viernes,4:30,SAN FRANCISCO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,32.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,PRIMARIA,COLOMBIA,68001000.0,1983.0,15-543,kepokq9273@unidatos.edu.co
01/16/2021 12:00:00 AM,SUCRE,SINCELEJO (CT),Viernes,22:05,INDEPENDENCIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,19.0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,70001000.0,1996.0,55-657,ccundk9198@unidatos.edu.co
01/16/2021 12:00:00 AM,VALLE,CALI (CT),Viernes,19:40,VALLE GRANDE E21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1989.0,79-614,thsqqu5948@unidatos.edu.co
01/16/2021 12:00:00 AM,VALLE,CALI (CT),Viernes,15:27,ANTONIO NARIÑO E16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1989.0,96-923,correo4599@colombia.gov.co
01/16/2021 12:00:00 AM,VALLE,CALI (CT),Voernes,19:05,EL PARAISO E12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,32.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1983.0,91-867,correo7873@colombia.gov.co
01/16/2021 12:00:00 AM,VALLE,CALI (CT),Viernes,19:20,LOS LAGOS E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1980.0,82-415,icoogl3587@unidatos.edu.co
01/16/2021 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Viernes,22:45,SAN JOSE DE LAS PALMAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,CONDUCTOR MOTOCICLETA,24.0,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76111000.0,1991.0,48-140,mkdblm7569@gmail.com
01/16/2021 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Viernes,22:45,SAN JOSE DE LAS PALMAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,CONDUCTOR MOTOCICLETA,36.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76111000.0,1979.0,16-661,cprlnn5969@gmail.com
01/16/2021 12:00:00 AM,VALLE,PRADERA,Viernes,12:30,LA BODEGA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76563000.0,1991.0,39-229,lcmrjh6828@gmail.com
01/16/2021 12:00:00 AM,VALLE,YUMBO,virnes,22:30,CRUCES E25,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76892000.0,1989.0,81-366,correo4800@colombia.gov.co
01/17/2021 12:00:00 AM,ANTIOQUIA,BARBOSA,Sabado,13:50,BUENOS AIRES,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,18.0,MASCULINO,SOLTERO,DELINCUENCIA,NO REPORTADO,SECUNDARIA,COLOMBIA,5079000.0,1997.0,17-786,lltepk6478@gmail.com
01/17/2021 12:00:00 AM,ANTIOQUIA,JERICÓ,Sávado,21:20,EL CHUSCAL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA,A PIE,A PIE,20.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,5368000.0,1995.0,51-072,bfrniu2962@unidatos.edu.co
01/17/2021 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,23:20,CAMPO AMOR CNO REPORTADO15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,22.0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADO,SUPERIOR,COLOMBIA,5001000.0,1993.0,53-732,correo872@unidatos.edu.co
01/17/2021 12:00:00 AM,BOLÍVAR,ARJONA,Sabado,4:30,BARRIO SOPLAVIENTO,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,26.0,FEMENINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,13052000.0,1989.0,11-355,qekode2860@unidatos.edu.co
01/17/2021 12:00:00 AM,BOLÍVAR,TALAIGUA NUEVO,Sábado,20:00,SECTOR LA PAZ,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,26.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,13780000.0,1989.0,59-296,ruetss6606@gmail.com
01/17/2021 12:00:00 AM,BOYACÁ,CHIQUINQUIRÁ,Sábado,20:05,BARRIO CENTRAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,34.0,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,15176000.0,1981.0,19-457,correo197@unidatos.edu.co
01/17/2021 12:00:00 AM,CALDAS,CHINCHINÁ,Sábado,22:30,SAN MARTIN,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA,A PIE,A PIE,19.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,17174000.0,1996.0,63-502,bbdfgp8640@unidatos.edu.co
01/17/2021 12:00:00 AM,CAQUETÁ,ALBANIA,Sábado,12:00,VDA. ALTO CASTAÑAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,PASAJERO MOTOCICLETA,28.0,FEMENINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,18029000.0,1987.0,10-399,tmhlql9974@unidatos.edu.co
01/17/2021 12:00:00 AM,CAQUETÁ,FLORENCIA (CT),Sábado,3:30,LA AMAZONIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,PRIMARIA,COLOMBIA,18001000.0,1987.0,70-436,ssdrpb6245@unidatos.edu.co
01/17/2021 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Sábado,16:00,VDA. LA ARENOSA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,PASAJERO MOTOCICLETA,37.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,18753000.0,1978.0,82-813,ojrraq1480@gmail.com
01/17/2021 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Sábado,18:00,VDA LOMITAS ARRIBA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,19698000.0,1990.0,58-515,bumacr3673@unidatos.edu.co
01/17/2021 12:00:00 AM,CÓRDOBA,MONTELÍBANO,Ssbado,16:40,VEREDA MANIZALES,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,23466000.0,1995.0,71-322,qnergt6280@unidatos.edu.co
01/17/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,22:02,VOTO NACIONAL E-14,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA,A PIE,A PIE,29.0,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1986.0,83-246,ohdhak8681@gmail.com
01/17/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:48,SIERRA MORENA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1982.0,97-432,usfedi1812@gmail.com
01/17/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,11:12,LOS GRUPOS E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1979.0,17-148,bikghu1646@gmail.com
01/17/2021 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:35,VILLA LUCY E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,11001000.0,1985.0,95-224,correo5472@colombia.gov.co
01/17/2021 12:00:00 AM,CUNDINAMARCA,SOACHA,Sábado,20:30,VER. PANAMA,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,19.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,COLOMBIA,25754000.0,1996.0,83-614,nlpcoo5609@unidatos.edu.co
01/17/2021 12:00:00 AM,CUNDINAMARCA,SOACHA,Sábado,3:35,CIUDAD LATINA II,URBANA,PARQUES,ARMA BLANCA,A PIE,A PIE,25.0,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,25754000.0,1990.0,48-190,jqbodj4283@gmail.com
01/17/2021 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Sábado,20:00,CENTRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,PRIMARIA,COLOMBIA,52835000.0,1990.0,48-542,hjjmcf6336@gmail.com
01/17/2021 12:00:00 AM,NORTE DE SANTANDER,VILLA DEL ROSARIO,Sabadi,6:35,ANILLO VIAL (JURD VILLA DEL ROSARIO),URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,ANALFABETA,COLOMBIA,54874000.0,90.0,86-100,ibdikl9659@gmail.com
01/17/2021 12:00:00 AM,QUINDÍO,CALARCA,Sábado,19:35,LINCON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,21.0,MASCULINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,63130000.0,1994.0,34-612,correo335@unidatos.edu.co
01/17/2021 12:00:00 AM,QUINDÍO,CIRCASIA,Sábado,21:27,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,SOLTERO,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,COLOMBIA,63190000.0,1994.0,51-542,kllqsj4846@gmail.com
01/17/2021 12:00:00 AM,SANTANDER,FLORIDABLANCA,Sábado,22:30,QUINTAS DE SANTA LUCIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,27.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,68276000.0,1988.0,20-659,correo819@unidatos.edu.co
01/17/2021 12:00:00 AM,SUCRE,SINCELEJO (CT),Ssbado,21:00,PARQUE LOS PERIODISTAS,URBANA,FRENTE A DISCOTECAS,CONTUNDENTES,A PIE,A PIE,40.0,MASCULINO,CASADO,COMERCIANTE,NO REPORTADO,SECUNDARIA,COLOMBIA,70001000.0,1975.0,98-195,correo6575@colombia.gov.co
01/17/2021 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Sávado,19:15,VRDA. CHEMBE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADO,SECUNDARIA,COLOMBIA,73001000.0,1994.0,69-894,iguthl9180@gmail.com
01/17/2021 12:00:00 AM,TOLIMA,VILLAHERMOSA,Sábado,20:00,VRDA. LA PALOMA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,52.0,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADO,PRIMARIA,COLOMBIA,73870000.0,1963.0,50-657,jomcoh4708@gmail.com
01/17/2021 12:00:00 AM,VALLE,CALI (CT),sábad,1:10,SECTOR ALTO LOS CHORROS E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,FEMENINO,SOLTERO,AMA DE CASA,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1992.0,59-760,correo345@unidatos.edu.co
01/17/2021 12:00:00 AM,VALLE,CALI (CT),Sábado,14:05,VILLA DEL LAGO E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,40.0,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1975.0,99-727,fngang3496@unidatos.edu.co
01/17/2021 12:00:00 AM,VALLE,CALI (CT),Sábado,14:15,SAN NICOLAS E3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,23.0,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADO,PRIMARIA,COLOMBIA,76001000.0,1992.0,81-162,correo1337@colombia.gov.co
01/17/2021 12:00:00 AM,VALLE,CALI (CT),sábad,17:55,SILOE E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1973.0,63-650,llhkeg4076@unidatos.edu.co
01/17/2021 12:00:00 AM,VALLE,CALI (CT),Sábado,20:30,SILOE E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,49.0,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADO,SECUNDARIA,COLOMBIA,76001000.0,1966.0,51-888,pbuhqc2365@unidatos.edu.co
